timestamp,open,high,low,close,volume
2025-01-01T00:00:00,60000.00000000,60042.06793625,59987.68631752,60029.74814862,163.801292
2025-01-01T00:01:00,60029.74814862,60060.39321700,60013.68247773,60044.32364529,79.977090
2025-01-01T00:02:00,60044.32364529,60108.38244748,59999.00148824,60063.04615846,49.265866
2025-01-01T00:03:00,60063.04615846,60079.84658998,60051.22681714,60068.02626866,89.663989
2025-01-01T00:04:00,60068.02626866,60182.12160282,60004.02331846,60118.06533560,218.651142
2025-01-01T00:05:00,60118.06533560,60189.56377739,60068.98561002,60140.46576435,155.797108
2025-01-01T00:06:00,60140.46576435,60165.47092663,60060.20598612,60085.18816511,224.092419
2025-01-01T00:07:00,60085.18816511,60102.72615283,60068.40541657,60085.94319339,56.447689
2025-01-01T00:08:00,60085.94319339,60112.33787922,60064.80149096,60091.19432914,84.140514
2025-01-01T00:09:00,60091.19432914,60113.41026098,60057.05693638,60079.26845918,85.542705
2025-01-01T00:10:00,60079.26845918,60104.95944542,60054.60136189,60080.29192791,77.706212
2025-01-01T00:11:00,60080.29192791,60162.59835637,60033.11577128,60115.39463645,57.727835
2025-01-01T00:12:00,60115.39463645,60143.58383531,60088.28086157,60116.46957559,103.354658
2025-01-01T00:13:00,60116.46957559,60147.48340282,60070.49701266,60101.50311876,76.587609
2025-01-01T00:14:00,60101.50311876,60148.96953043,60058.54537326,60106.00856465,133.930276
2025-01-01T00:15:00,60106.00856465,60126.01994869,60070.84209733,60090.84843404,80.794862
2025-01-01T00:16:00,60090.84843404,60122.42764355,60078.11726568,60109.69248279,123.226702
2025-01-01T00:17:00,60109.69248279,60162.27972845,60090.59799362,60143.17460333,209.679416
2025-01-01T00:18:00,60143.17460333,60162.11577191,60131.06704112,60150.00683429,98.488194
2025-01-01T00:19:00,60150.00683429,60196.69895388,60101.92833936,60148.61938192,61.935697
2025-01-01T00:20:00,60148.61938192,60241.53598027,60124.12886834,60217.01761720,127.388117
2025-01-01T00:21:00,60217.01761720,60314.81336773,60180.02965690,60277.78807952,158.532217
2025-01-01T00:22:00,60277.78807952,60359.56012897,60231.89696395,60313.64171705,155.575506
2025-01-01T00:23:00,60313.64171705,60355.77025322,60304.51025811,60346.63379929,138.745233
2025-01-01T00:24:00,60346.63379929,60442.38680194,60318.19345822,60413.91475250,67.696106
2025-01-01T00:25:00,60413.91475250,60496.54450472,60385.91594618,60468.52039144,66.499945
2025-01-01T00:26:00,60468.52039144,60484.01865495,60431.82602580,60447.31885529,79.202325
2025-01-01T00:27:00,60447.31885529,60466.90400025,60379.23268894,60398.80211430,134.565391
2025-01-01T00:28:00,60398.80211430,60409.34945159,60375.11349618,60385.65853823,57.794541
2025-01-01T00:29:00,60385.65853823,60419.85620893,60358.00656636,60392.20124102,82.630826
2025-01-01T00:30:00,60392.20124102,60488.97004600,60353.65919849,60450.39086710,64.086074
2025-01-01T00:31:00,60450.39086710,60480.85020592,60427.50881228,60457.96528398,81.412314
2025-01-01T00:32:00,60457.96528398,60530.85747812,60401.74498906,60474.62169428,47.098700
2025-01-01T00:33:00,60474.62169428,60497.48207585,60422.31361870,60445.16286436,55.157694
2025-01-01T00:34:00,60445.16286436,60499.01847839,60359.78365510,60413.61115710,61.270736
2025-01-01T00:35:00,60413.61115710,60432.79801326,60374.37869367,60393.55918149,151.759658
2025-01-01T00:36:00,60393.55918149,60459.01375340,60358.79603409,60424.23294986,129.514211
2025-01-01T00:37:00,60424.23294986,60434.95780260,60394.18621089,60404.90763353,48.385593
2025-01-01T00:38:00,60404.90763353,60445.49943827,60393.92359432,60434.51001616,87.401621
2025-01-01T00:39:00,60434.51001616,60575.68390356,60402.31771057,60543.43357647,198.685295
2025-01-01T00:40:00,60543.43357647,60619.63849959,60445.53662610,60521.71421146,97.670337
2025-01-01T00:41:00,60521.71421146,60588.13999811,60500.23556544,60566.64540639,146.823401
2025-01-01T00:42:00,60566.64540639,60595.22870166,60554.90368476,60583.48371568,102.175131
2025-01-01T00:43:00,60583.48371568,60611.18528814,60560.98258539,60588.68222708,43.957079
2025-01-01T00:44:00,60588.68222708,60616.71640954,60538.88100277,60566.90510902,112.408635
2025-01-01T00:45:00,60566.90510902,60635.18932690,60517.25928914,60585.52824191,65.029846
2025-01-01T00:46:00,60585.52824191,60616.72000354,60548.99765423,60580.18666581,38.822431
2025-01-01T00:47:00,60580.18666581,60704.85943797,60570.23756940,60694.89150356,123.994980
2025-01-01T00:48:00,60694.89150356,60793.03125639,60663.35775066,60761.46291662,111.060346
2025-01-01T00:49:00,60761.46291662,60836.47615017,60716.29790587,60791.28896921,58.619434
2025-01-01T00:50:00,60791.28896921,60826.09142931,60776.79254329,60811.59016232,42.851367
2025-01-01T00:51:00,60811.59016232,60856.81421091,60763.63815589,60808.86017425,36.954567
2025-01-01T00:52:00,60808.86017425,60849.09526429,60768.87531023,60809.11023584,61.665095
2025-01-01T00:53:00,60809.11023584,60880.36532825,60798.96531412,60870.21021308,59.117451
2025-01-01T00:54:00,60870.21021308,60888.36815640,60414.52738855,60432.55477667,537.110483
2025-01-01T00:55:00,60432.55477667,60482.08737151,60417.76065173,60467.28474455,91.983195
2025-01-01T00:56:00,60467.28474455,60522.85814558,60364.37953547,60419.90939545,62.405920
2025-01-01T00:57:00,60419.90939545,60464.85655294,60358.20213286,60403.13681301,117.868116
2025-01-01T00:58:00,60403.13681301,60477.63276887,60386.83970259,60461.31996031,92.613778
2025-01-01T00:59:00,60461.31996031,60496.22136488,60436.45225562,60471.34953503,109.417023
2025-01-01T01:00:00,60471.34953503,60518.41053937,60401.79574245,60448.83922845,35.872674
2025-01-01T01:01:00,60448.83922845,60462.93601100,60431.45746625,60445.55348256,36.446734
2025-01-01T01:02:00,60445.55348256,60488.22556922,60422.82481484,60465.48940522,75.601496
2025-01-01T01:03:00,60465.48940522,60549.53779730,60437.05368196,60521.07593280,118.359618
2025-01-01T01:04:00,60521.07593280,60570.23611204,60492.13220057,60541.28271607,125.296415
2025-01-01T01:05:00,60541.28271607,60587.39322087,60415.45701982,60461.50676428,153.568843
2025-01-01T01:06:00,60461.50676428,60510.03769565,60424.69165024,60473.21545218,69.491165
2025-01-01T01:07:00,60473.21545218,60541.57410065,60426.12615165,60494.46825099,107.298551
2025-01-01T01:08:00,60494.46825099,60530.70029459,60388.25317979,60424.44328323,170.406455
2025-01-01T01:09:00,60424.44328323,60528.00647206,60375.12714804,60478.64609858,138.651668
2025-01-01T01:10:00,60478.64609858,60519.70903133,60427.44645237,60468.50249796,92.850943
2025-01-01T01:11:00,60468.50249796,60497.41279813,60442.98078928,60471.88965985,45.049325
2025-01-01T01:12:00,60471.88965985,60498.20143102,60441.62078798,60467.93083664,79.244724
2025-01-01T01:13:00,60467.93083664,60491.28059651,60401.63714130,60424.97031191,178.417473
2025-01-01T01:14:00,60424.97031191,60472.41174545,60370.82041339,60418.25657578,53.965509
2025-01-01T01:15:00,60418.25657578,60451.55044260,60395.12137214,60428.41135052,110.691809
2025-01-01T01:16:00,60428.41135052,60496.81604902,60396.51090697,60464.89634487,85.181855
2025-01-01T01:17:00,60464.89634487,60540.53449014,60423.36074371,60498.97547876,127.388882
2025-01-01T01:18:00,60498.97547876,60567.54462513,60451.17750777,60519.73025658,145.394597
2025-01-01T01:19:00,60519.73025658,60555.16389455,60500.81188033,60536.24035727,85.787607
2025-01-01T01:20:00,60536.24035727,60586.07469595,60467.13358860,60516.95204885,45.600355
2025-01-01T01:21:00,60516.95204885,60531.25577386,60487.80720206,60502.10741841,68.300407
2025-01-01T01:22:00,60502.10741841,60547.29942367,60474.90705967,60520.09097994,81.261250
2025-01-01T01:23:00,60520.09097994,60544.70088034,60450.22575910,60474.81724938,32.607811
2025-01-01T01:24:00,60474.81724938,60511.53835406,60458.36738060,60495.08297276,60.128881
2025-01-01T01:25:00,60495.08297276,60516.32053810,60451.82671277,60473.05654546,59.444220
2025-01-01T01:26:00,60473.05654546,60493.74587186,60462.22859611,60482.91615711,84.294092
2025-01-01T01:27:00,60482.91615711,60529.74873513,60465.95262422,60512.77682726,103.958043
2025-01-01T01:28:00,60512.77682726,60601.52682330,60449.60028996,60538.32361464,63.442280
2025-01-01T01:29:00,60538.32361464,60572.86679384,60469.52615080,60504.04977334,286.790263
2025-01-01T01:30:00,60504.04977334,60634.93086525,60458.74347468,60589.56053491,306.681140
2025-01-01T01:31:00,60589.56053491,60608.18610862,60567.31748966,60585.94195099,98.768103
2025-01-01T01:32:00,60585.94195099,60620.46520511,60553.16242977,60587.68474097,24.058349
2025-01-01T01:33:00,60587.68474097,60661.26141303,60503.29341302,60576.85693598,124.182074
2025-01-01T01:34:00,60576.85693598,60598.23022153,60559.05260644,60580.42484332,55.559770
2025-01-01T01:35:00,60580.42484332,60604.38654536,60569.31149299,60593.27083846,23.177687
2025-01-01T01:36:00,60593.27083846,60615.95380920,60556.43689653,60579.11456790,76.330446
2025-01-01T01:37:00,60579.11456790,60614.88946694,60516.10245945,60551.86126409,193.655783
2025-01-01T01:38:00,60551.86126409,60599.11856368,60523.07409374,60570.32261655,181.043916
2025-01-01T01:39:00,60570.32261655,60624.25241272,60547.11488597,60601.03291539,52.956287
2025-01-01T01:40:00,60601.03291539,60643.21806601,60574.54810640,60616.72639841,49.557155
2025-01-01T01:41:00,60616.72639841,60694.51778963,60562.92701664,60640.69713302,41.123773
2025-01-01T01:42:00,60640.69713302,60658.36064707,60620.01944465,60637.68208047,36.244014
2025-01-01T01:43:00,60637.68208047,60648.52783151,60594.99971056,60605.83976623,165.725472
2025-01-01T01:44:00,60605.83976623,60644.06414623,60583.13833873,60621.35690640,108.714197
2025-01-01T01:45:00,60621.35690640,60706.79099929,60589.98381368,60675.38994311,211.694107
2025-01-01T01:46:00,60675.38994311,60702.49733427,60640.93469148,60668.03879844,53.611468
2025-01-01T01:47:00,60668.03879844,60715.58525246,60624.26496829,60671.80870221,54.530420
2025-01-01T01:48:00,60671.80870221,60708.41268424,60621.33415233,60657.92976104,60.891972
2025-01-01T01:49:00,60657.92976104,60698.25645608,60564.74968603,60605.04121963,115.033360
2025-01-01T01:50:00,60605.04121963,60646.81582007,60568.75458379,60610.52590033,48.776916
2025-01-01T01:51:00,60610.52590033,60647.86608583,60568.19380685,60605.53091510,54.442602
2025-01-01T01:52:00,60605.53091510,60659.68020886,60557.09292194,60611.23765469,76.365284
2025-01-01T01:53:00,60611.23765469,60666.84565427,60601.43232153,60657.03291262,101.609530
2025-01-01T01:54:00,60657.03291262,60718.62845134,60605.59104222,60667.17797714,90.663225
2025-01-01T01:55:00,60667.17797714,60699.41990561,60636.65649500,60668.89755836,112.237597
2025-01-01T01:56:00,60668.89755836,60750.47533567,60653.63193802,60735.19303393,107.125335
2025-01-01T01:57:00,60735.19303393,60757.72593154,60711.77326525,60734.30583370,41.503998
2025-01-01T01:58:00,60734.30583370,60804.90691649,60712.08884449,60782.67223454,79.311739
2025-01-01T01:59:00,60782.67223454,60850.21939891,60672.02876273,60739.52798133,54.035025
2025-01-01T02:00:00,60739.52798133,60767.57692582,60670.11986960,60698.14970598,67.301790
2025-01-01T02:01:00,60698.14970598,60717.14155268,60650.46140840,60669.44427346,138.171919
2025-01-01T02:02:00,60669.44427346,60718.40786364,60570.86558734,60619.78910306,124.395962
2025-01-01T02:03:00,60619.78910306,60632.81165390,60599.72949817,60612.75053697,83.145875
2025-01-01T02:04:00,60612.75053697,60656.68347341,60594.01411859,60637.93926878,56.751736
2025-01-01T02:05:00,60637.93926878,60674.94086209,60590.61253947,60627.60782849,60.324270
2025-01-01T02:06:00,60627.60782849,60656.40276129,60610.59870826,60639.39033547,32.258965
2025-01-01T02:07:00,60639.39033547,60674.23893869,60557.35239235,60592.17386092,73.754453
2025-01-01T02:08:00,60592.17386092,60637.30671959,60566.21463816,60611.33928588,126.849694
2025-01-01T02:09:00,60611.33928588,60669.26547347,60588.61890046,60646.53189597,75.815266
2025-01-01T02:10:00,60646.53189597,60688.55834985,60602.35452191,60644.37948423,135.970080
2025-01-01T02:11:00,60644.37948423,60689.61050134,60598.38458532,60643.61503227,35.428717
2025-01-01T02:12:00,60643.61503227,60712.04111070,60607.24523399,60675.65209883,297.964269
2025-01-01T02:13:00,60675.65209883,60705.63908314,60599.08606077,60629.05001351,110.540578
2025-01-01T02:14:00,60629.05001351,60727.51567003,60514.27834522,60612.71747660,77.949044
2025-01-01T02:15:00,60612.71747660,60633.11716240,60589.18923431,60609.58786681,60.659991
2025-01-01T02:16:00,60609.58786681,60641.68689001,60563.53134817,60595.62297553,63.623534
2025-01-01T02:17:00,60595.62297553,60670.59263908,60533.71973615,60608.67606494,75.788132
2025-01-01T02:18:00,60608.67606494,60622.07121131,60552.71532630,60566.10106315,99.374240
2025-01-01T02:19:00,60566.10106315,60590.97421856,60542.97429292,60567.84678174,120.707245
2025-01-01T02:20:00,60567.84678174,60633.58506663,60551.98198557,60617.70721031,139.876425
2025-01-01T02:21:00,60617.70721031,60666.81150775,60606.27094580,60655.36813805,134.379945
2025-01-01T02:22:00,60655.36813805,60726.27945708,60633.68170983,60704.57543552,176.210197
2025-01-01T02:23:00,60704.57543552,60740.28211086,60662.94761984,60698.65081029,69.110291
2025-01-01T02:24:00,60698.65081029,60738.45212290,60675.84575298,60715.64068234,101.720576
2025-01-01T02:25:00,60715.64068234,60800.00979492,60687.00423385,60771.34707259,64.581309
2025-01-01T02:26:00,60771.34707259,60785.75714301,60760.32600632,60774.73546225,129.518979
2025-01-01T02:27:00,60774.73546225,60829.04692706,60688.22609530,60742.50876065,93.278481
2025-01-01T02:28:00,60742.50876065,60783.82046391,60707.47234694,60748.78043269,52.069110
2025-01-01T02:29:00,60748.78043269,60804.40606955,60718.05260438,60773.66565384,69.576225
2025-01-01T02:30:00,60773.66565384,60836.98791438,60640.81969009,60704.06943584,146.788748
2025-01-01T02:31:00,60704.06943584,60736.79072235,60691.92180469,60724.63897498,73.380862
2025-01-01T02:32:00,60724.63897498,60756.13091531,60705.40317810,60736.89123727,47.852685
2025-01-01T02:33:00,60736.89123727,60752.56869795,60713.92978625,60729.60536629,97.539057
2025-01-01T02:34:00,60729.60536629,60798.01803420,60709.83443011,60778.23126752,107.190469
2025-01-01T02:35:00,60778.23126752,60800.51065452,60741.51437251,60763.78846522,64.173112
2025-01-01T02:36:00,60763.78846522,60894.47967516,60714.86438579,60845.48981373,164.830730
2025-01-01T02:37:00,60845.48981373,60891.98176459,60816.82312002,60863.30667665,71.293124
2025-01-01T02:38:00,60863.30667665,60894.51203235,60813.38240778,60844.57816115,67.136931
2025-01-01T02:39:00,60844.57816115,60881.22620125,60820.42026824,60857.06335118,58.312916
2025-01-01T02:40:00,60857.06335118,60866.71110051,60806.81213281,60816.45344419,124.571910
2025-01-01T02:41:00,60816.45344419,60875.22084642,60725.63677592,60784.37317874,66.059017
2025-01-01T02:42:00,60784.37317874,60898.14265828,60746.40134287,60860.12350140,174.479829
2025-01-01T02:43:00,60860.12350140,60966.63428817,60715.98843591,60822.43326131,61.048399
2025-01-01T02:44:00,60822.43326131,60848.92154361,60781.88301376,60808.36516938,72.871653
2025-01-01T02:45:00,60808.36516938,60894.41313346,60764.42009365,60850.43765274,136.576973
2025-01-01T02:46:00,60850.43765274,60888.59710047,60823.47804022,60861.63252810,34.801856
2025-01-01T02:47:00,60861.63252810,60920.19336482,60812.27390074,60870.82728053,32.437834
2025-01-01T02:48:00,60870.82728053,60952.45937689,60850.11996467,60931.73134242,106.452386
2025-01-01T02:49:00,60931.73134242,60982.50017564,60909.76662430,60960.52507794,31.144904
2025-01-01T02:50:00,60960.52507794,61014.11459445,60933.44546148,60987.02320711,72.833950
